Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S001575;05/02/2021;19:20;CALL. JOSE ORTEGA Y GASSET;57;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;01
2021S001649;05/02/2021;19:20;CALL. GOYA;41;SALAMANCA;Alcance;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S001649;05/02/2021;19:20;CALL. GOYA;41;SALAMANCA;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001716;05/02/2021;18:15;CALL. SICELIDAS;10;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S001716;05/02/2021;18:15;CALL. SICELIDAS;10;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001574;05/02/2021;18:00;PLAZA. GRECIA / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001574;05/02/2021;18:00;PLAZA. GRECIA / AVDA. ARCENTALES;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S001891;05/02/2021;17:15;CALL. VALLE DE MENA;20;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;07
2021S001891;05/02/2021;17:15;CALL. VALLE DE MENA;20;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001891;05/02/2021;17:15;CALL. VALLE DE MENA;20;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;07
2021S001891;05/02/2021;17:15;CALL. VALLE DE MENA;20;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;14
2021S001891;05/02/2021;17:15;CALL. VALLE DE MENA;20;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S001710;05/02/2021;17:05;AVDA. MORATALAZ;185;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001710;05/02/2021;17:05;AVDA. MORATALAZ;185;MORATALAZ;Colisión múltiple;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2021S001710;05/02/2021;17:05;AVDA. MORATALAZ;185;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S001710;05/02/2021;17:05;AVDA. MORATALAZ;185;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S001651;05/02/2021;16:10;CALL. TORREGROSA;10;HORTALEZA;Colisión frontal;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S001651;05/02/2021;16:10;CALL. TORREGROSA;10;HORTALEZA;Colisión frontal;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;
2021S001576;05/02/2021;15:29;AUTOV. M-30, TUNEL 16NC00;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S001577;05/02/2021;15:00;CALL. ARTURO SORIA / CALL. JOSE DEL HIERRO;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S001577;05/02/2021;15:00;CALL. ARTURO SORIA / CALL. JOSE DEL HIERRO;-;CIUDAD LINEAL;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S001561;05/02/2021;14:40;AVDA. PLANETARIO;20;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S001561;05/02/2021;14:40;AVDA. PLANETARIO;20;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;DE 6 A 9 AÑOS;Hombre;03
2021S001561;05/02/2021;14:40;AVDA. PLANETARIO;20;ARGANZUELA;Atropello a persona;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Hombre;14
2021S001563;05/02/2021;14:40;CALL. VALLE DE TOBALINA / CALL. EL BERRUECO;-;VILLAVERDE;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S001749;05/02/2021;14:40;PASEO. IMPERIAL;8;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14
2021S001749;05/02/2021;14:40;PASEO. IMPERIAL;8;ARGANZUELA;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S001568;05/02/2021;14:35;AUTOV. M-30, CALZADA 2 PK 11.500;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001568;05/02/2021;14:35;AUTOV. M-30, CALZADA 2 PK 11.500;-;PUENTE DE VALLECAS;Alcance;Despejado;Sin especificar;Conductor;DESCONOCIDA;;
2021S001565;05/02/2021;14:15;AVDA. SENECA / TRVA. ANTONIO NEBRIJA;-;MONCLOA-ARAVACA;Otro;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;06
2021S001565;05/02/2021;14:15;AVDA. SENECA / TRVA. ANTONIO NEBRIJA;-;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001565;05/02/2021;14:15;AVDA. SENECA / TRVA. ANTONIO NEBRIJA;-;MONCLOA-ARAVACA;Otro;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S001565;05/02/2021;14:15;AVDA. SENECA / TRVA. ANTONIO NEBRIJA;-;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001625;05/02/2021;13:55;PASEO. LA HABANA;70;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2021S001625;05/02/2021;13:55;PASEO. LA HABANA;70;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;07
2021S001625;05/02/2021;13:55;PASEO. LA HABANA;70;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S001620;05/02/2021;12:40;CALL. VALDERRIBAS / CALL. SANCHEZ BARCAIZTEGUI;-;RETIRO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S001687;05/02/2021;12:30;PASEO. SANTA MARIA DE LA CABEZA / PASEO. SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S001687;05/02/2021;12:30;PASEO. SANTA MARIA DE LA CABEZA / PASEO. SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;02
2021S001626;05/02/2021;12:00;CALL. CARAMUEL;41;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001626;05/02/2021;12:00;CALL. CARAMUEL;41;LATINA;Colisión lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14
2021S001626;05/02/2021;12:00;CALL. CARAMUEL;41;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001560;05/02/2021;11:45;CALL. DOCTOR ESQUERDO / CALL. VALDERRIBAS;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S001560;05/02/2021;11:45;CALL. DOCTOR ESQUERDO / CALL. VALDERRIBAS;-;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Mujer;02
2021S001559;05/02/2021;11:10;CALL. VITAL AZA;29;CIUDAD LINEAL;Colisión lateral;;Camión rígido;Conductor;DESCONOCIDA;;
2021S001559;05/02/2021;11:10;CALL. VITAL AZA;29;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S001559;05/02/2021;11:10;CALL. VITAL AZA;29;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S001559;05/02/2021;11:10;CALL. VITAL AZA;29;CIUDAD LINEAL;Colisión lateral;;Furgoneta;Conductor;DESCONOCIDA;;
2021S001558;05/02/2021;10:50;CALL. AGUACATE / IDB. ISABEL PATACON;-;CARABANCHEL;Colisión fronto-lateral;LLuvia intensa;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;02
2021S001558;05/02/2021;10:50;CALL. AGUACATE / IDB. ISABEL PATACON;-;CARABANCHEL;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;02
2021S001630;05/02/2021;10:10;CALL. SEPULVEDA / CALL. PASTOR MURIEL;-;LATINA;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S001554;05/02/2021;9:35;AVDA. JOAQUIN GARRIGUES WALKER;3;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;02
2021S001554;05/02/2021;9:35;AVDA. JOAQUIN GARRIGUES WALKER;3;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S001555;05/02/2021;8:30;AVDA. INSTITUCION LIBRE DE ENSEÑANZA;158;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S001555;05/02/2021;8:30;AVDA. INSTITUCION LIBRE DE ENSEÑANZA;158;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;05
2021S001555;05/02/2021;8:30;AVDA. INSTITUCION LIBRE DE ENSEÑANZA;158;CIUDAD LINEAL;Alcance;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;14
2021S001795;05/02/2021;7:00;CALL. ARJONA;4;MONCLOA-ARAVACA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;Mujer;
2021S001795;05/02/2021;7:00;CALL. ARJONA;4;MONCLOA-ARAVACA;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;Hombre;
2021S001547;05/02/2021;0:04;RONDA. TOLEDO; 20A;ARGANZUELA;Choque contra obstáculo fijo;Nublado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;03
2021S001670;06/02/2021;23:15;PLAZA. ESPAÑA;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001661;06/02/2021;22:50;CALL. ANTONIO DE LEYVA / CALL. JACINTO VERDAGUER;-;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S001661;06/02/2021;22:50;CALL. ANTONIO DE LEYVA / CALL. JACINTO VERDAGUER;-;CARABANCHEL;Colisión frontal;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;01
2021S001665;06/02/2021;22:45;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001665;06/02/2021;22:45;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Nublado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;
2021S001665;06/02/2021;22:45;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001665;06/02/2021;22:45;CALL. FUENTE CARRANTONA;61;MORATALAZ;Colisión fronto-lateral;Nublado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;
2021S001671;06/02/2021;22:30;CALL. MATEO INURRIA;1;CHAMARTÍN;Alcance;Despejado;Todo terreno;Conductor;DE 35 A 39 AÑOS;Mujer;07
2021S001671;06/02/2021;22:30;CALL. MATEO INURRIA;1;CHAMARTÍN;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S001662;06/02/2021;21:57;AUTOV. M-30 Cª 2 PK 20;0;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;02
2021S001662;06/02/2021;21:57;AUTOV. M-30 Cª 2 PK 20;0;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S001662;06/02/2021;21:57;AUTOV. M-30 Cª 2 PK 20;0;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S001662;06/02/2021;21:57;AUTOV. M-30 Cª 2 PK 20;0;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001715;06/02/2021;21:55;AUTOV. A-3, +00400E;-;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S001702;06/02/2021;21:45;AUTOV. M-30, +00900I, C-1 PK 9,500 CENTRAL;-;RETIRO;Alcance;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S001702;06/02/2021;21:45;AUTOV. M-30, +00900I, C-1 PK 9,500 CENTRAL;-;RETIRO;Alcance;Nublado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;
2021S001702;06/02/2021;21:45;AUTOV. M-30, +00900I, C-1 PK 9,500 CENTRAL;-;RETIRO;Alcance;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001660;06/02/2021;21:45;CALL. LAGUNA;4;LATINA;Alcance;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001660;06/02/2021;21:45;CALL. LAGUNA;4;LATINA;Alcance;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S001660;06/02/2021;21:45;CALL. LAGUNA;4;LATINA;Alcance;Nublado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;07
2021S001660;06/02/2021;21:45;CALL. LAGUNA;4;LATINA;Alcance;Nublado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;07
2021S001660;06/02/2021;21:45;CALL. LAGUNA;4;LATINA;Alcance;Nublado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;07
2021S001664;06/02/2021;21:40;AVDA. GRAN VIA DEL SURESTE / AUTOV. A-3;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001677;06/02/2021;21:40;CALL. GANDHI / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001677;06/02/2021;21:40;CALL. GANDHI / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S001677;06/02/2021;21:40;CALL. GANDHI / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001672;06/02/2021;21:30;CALL. CARRIL DEL CONDE / CALL. BELISANA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Ciclomotor;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001672;06/02/2021;21:30;CALL. CARRIL DEL CONDE / CALL. BELISANA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;Mujer;
2021S001699;06/02/2021;21:30;AUTOV. M-30, CALZADA 1ª PK 8,300 (LATERAL);-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001699;06/02/2021;21:30;AUTOV. M-30, CALZADA 1ª PK 8,300 (LATERAL);-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001699;06/02/2021;21:30;AUTOV. M-30, CALZADA 1ª PK 8,300 (LATERAL);-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S001701;06/02/2021;21:30;CALL. FERRAZ;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DESCONOCIDA;;
2021S001701;06/02/2021;21:30;CALL. FERRAZ;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001658;06/02/2021;21:25;CALL. LOPEZ DE HOYOS / CALL. MARIA DE MOLINA;-;SALAMANCA;Choque contra obstáculo fijo;Nublado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;03
2021S001658;06/02/2021;21:25;CALL. LOPEZ DE HOYOS / CALL. MARIA DE MOLINA;-;SALAMANCA;Choque contra obstáculo fijo;Nublado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;03
2021S001659;06/02/2021;21:25;CALL. ARROYO DEL MONTE / GTA. OLGA RAMOS;-;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S001656;06/02/2021;21:15;CALL. CONDE DE PEÑALVER / CALL. DON RAMON DE LA CRUZ;-;SALAMANCA;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S001656;06/02/2021;21:15;CALL. CONDE DE PEÑALVER / CALL. DON RAMON DE LA CRUZ;-;SALAMANCA;Alcance;Nublado;Ciclomotor;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S001700;06/02/2021;21:15;AVDA. EUROPA; 32Q;MONCLOA-ARAVACA;Colisión lateral;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001700;06/02/2021;21:15;AVDA. EUROPA; 32Q;MONCLOA-ARAVACA;Colisión lateral;Nublado;;Conductor;DESCONOCIDA;;
2021S001720;06/02/2021;21:13;CALL. ALMAGRO / CALL. ZURBANO;-;CHAMBERÍ;Caída;Nublado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;01
2021S001654;06/02/2021;21:10;PLAZA. PEDRO ZEROLO;1;CENTRO;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S001652;06/02/2021;21:00;CALL. BLANCA DE CASTILLA;1;MONCLOA-ARAVACA;Otro;Nublado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S001652;06/02/2021;21:00;CALL. BLANCA DE CASTILLA;1;MONCLOA-ARAVACA;Otro;Nublado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;
2021S001652;06/02/2021;21:00;CALL. BLANCA DE CASTILLA;1;MONCLOA-ARAVACA;Otro;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001704;06/02/2021;20:30;PASEO. ERMITA DEL SANTO / PASEO. SAN ILLAN;-;CARABANCHEL;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;DE 40 A 44 AÑOS;Hombre;03
2021S001704;06/02/2021;20:30;PASEO. ERMITA DEL SANTO / PASEO. SAN ILLAN;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S001707;06/02/2021;18:50;CALL. CLARA DEL REY;2;CHAMARTÍN;Alcance;LLuvia intensa;Todo terreno;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001707;06/02/2021;18:50;CALL. CLARA DEL REY;2;CHAMARTÍN;Alcance;LLuvia intensa;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S001708;06/02/2021;18:10;PASEO. CASTELLANA / PLAZA. DOCTOR MARAÑON;-;CHAMARTÍN;Alcance;;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;
2021S001708;06/02/2021;18:10;PASEO. CASTELLANA / PLAZA. DOCTOR MARAÑON;-;CHAMARTÍN;Alcance;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001708;06/02/2021;18:10;PASEO. CASTELLANA / PLAZA. DOCTOR MARAÑON;-;CHAMARTÍN;Alcance;;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;
2021S001708;06/02/2021;18:10;PASEO. CASTELLANA / PLAZA. DOCTOR MARAÑON;-;CHAMARTÍN;Alcance;;Turismo;Pasajero;DE 15 A 17 AÑOS;Mujer;
2021S001708;06/02/2021;18:10;PASEO. CASTELLANA / PLAZA. DOCTOR MARAÑON;-;CHAMARTÍN;Alcance;;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;
2021S001647;06/02/2021;18:00;AVDA. NUESTRA SEÑORA DE FATIMA;84;CARABANCHEL;Alcance;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001647;06/02/2021;18:00;AVDA. NUESTRA SEÑORA DE FATIMA;84;CARABANCHEL;Alcance;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S002331;06/02/2021;16:15;CALL. SANTA VIRGILIA;3;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002331;06/02/2021;16:15;CALL. SANTA VIRGILIA;3;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002331;06/02/2021;16:15;CALL. SANTA VIRGILIA;3;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002331;06/02/2021;16:15;CALL. SANTA VIRGILIA;3;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001706;06/02/2021;16:00;CALL. NUÑEZ MORGADO;9;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S001706;06/02/2021;16:00;CALL. NUÑEZ MORGADO;9;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S001638;06/02/2021;15:30;CALL. OCA / CALL. HALCON;-;CARABANCHEL;Colisión frontal;Nublado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;05
2021S001638;06/02/2021;15:30;CALL. OCA / CALL. HALCON;-;CARABANCHEL;Colisión frontal;Nublado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S001640;06/02/2021;15:10;AVDA. DAROCA / CALL. CASALARREINA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S001640;06/02/2021;15:10;AVDA. DAROCA / CALL. CASALARREINA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S001641;06/02/2021;15:00;CALL. MARQUESADO DE SANTA MARTA / CALL. FERNANDO MIJARES;-;SAN BLAS-CANILLEJAS;Caída;Nublado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S001645;06/02/2021;14:45;CALL. SERRANO;45;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;05
2021S001635;06/02/2021;14:45;CALL. SEPULVEDA;7;LATINA;Colisión fronto-lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S001635;06/02/2021;14:45;CALL. SEPULVEDA;7;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001690;06/02/2021;14:00;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Colisión lateral;;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001690;06/02/2021;14:00;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S001685;06/02/2021;13:37;CALL. ALBERTO AGUILERA / CALL. VALLEHERMOSO;-;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S001685;06/02/2021;13:37;CALL. ALBERTO AGUILERA / CALL. VALLEHERMOSO;-;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;07
2021S001685;06/02/2021;13:37;CALL. ALBERTO AGUILERA / CALL. VALLEHERMOSO;-;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;07
2021S001685;06/02/2021;13:37;CALL. ALBERTO AGUILERA / CALL. VALLEHERMOSO;-;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S001684;06/02/2021;13:17;PLAZA. EMPERADOR CARLOS V;10;CENTRO;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001684;06/02/2021;13:17;PLAZA. EMPERADOR CARLOS V;10;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;
2021S001629;06/02/2021;13:00;AVDA. SAN DIEGO / CALL. CONVENIO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2021S001629;06/02/2021;13:00;AVDA. SAN DIEGO / CALL. CONVENIO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001909;06/02/2021;12:42;GTA. ANTONIO BONET / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001909;06/02/2021;12:42;GTA. ANTONIO BONET / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Todo terreno;Pasajero;DE 35 A 39 AÑOS;Mujer;14
2021S001909;06/02/2021;12:42;GTA. ANTONIO BONET / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01
2021S001627;06/02/2021;12:22;CALL. PICO CLAVERO / CMNO. VALDERRIBAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07
